interview__key;Date;hh_02;settlement;members;memnal;Weight;fdpurch;fdcons;fdout;Z1;nfdpurch;nonfdgif;durble;expend;monincome;totincome;nonmoninc;y1_3amd.1.00;y1_3amd.2.00;y1_3amd.3.00;y1_3amd.4.00;y1_3amd.6.00;y1_3amd.8.00;y1_3amd.9.00;y1_3amd.10.00;y1_3amd.13.00;y1_3amd.14.00;y1_3amd.15.00;y1_3amd.17.00;y1_3amd.18.00;y1_3amd.19.00;y1_3amd.23.00;y1_3amd.28.00;hhch_0_3_sum;hhch_4_5_sum;hhch_6_11_sum;hhch_12_17_sum;hheld_63_65_sum;hheld_66_70_sum;hheld_71_80_sum;hheld_over81_sum;hheld_over63_sum;headsex;headeduc;headmerstatus;headage;aec_r;poverty;pweight;ae_r;hous_01;hous_13;hous_16;hous_29_0__1;hous_29_0__2;hous_29_0__3;hous_29_0__4;hous_29_0__5;hous_29_0__6;hous_29_0__7;hous_39;hous_44;soc_01;soc_05;hous_47
74-86-12-07;2021,06;10,00;2,00;4,00;4,00;40,75;34805,36;16181,66;0,00;4013,77;4991,07;51741,67;0,00;111733,52;43000,00;110923,33;67923,33;#ПУСТО!;#ПУСТО!;15000,00;28000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;3,00;1,00;55,00;43326,06;2,00;162,98;3,34;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;2,00;3,00;2,00;#ПУСТО!;1,00
74-89-08-29;2021,04;1,00;1,00;1,00;1,00;92,66;18358,63;0,00;2498,51;1136,96;32806,55;16100,00;0,00;70900,65;240000,00;256100,00;16100,00;240000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;6,00;4,00;32,00;93894,57;1,00;92,66;1,00;2,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
74-91-79-66;2021,03;6,00;1,00;1,00;1,00;156,33;37499,40;0,00;0,00;1654,40;10624,11;28700,00;0,00;78477,91;75200,00;103900,00;28700,00;#ПУСТО!;#ПУСТО!;0,00;41000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;34200,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;1,00;2,00;3,00;3,00;85,00;91940,48;1,00;156,33;1,00;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;4,00;2,00;#ПУСТО!;1,00
74-94-00-00;2021,05;2,00;2,00;1,00;1,00;39,33;39498,21;4996,12;0,00;682,38;53808,04;4000,00;0,00;102984,75;582166,67;591162,79;8996,12;#ПУСТО!;100000,00;482166,67;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;3,00;2,00;31,00;120857,49;1,00;39,33;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;4,00;3,00;2,00;#ПУСТО!;1,00
74-94-46-91;2021,11;8,00;2,00;5,00;5,00;126,66;21096,13;24287,22;0,00;1118,20;19789,88;18508,33;0,00;84799,77;205000,00;247795,56;42795,56;25000,00;#ПУСТО!;0,00;132000,00;48000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;2,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;3,00;3,00;33,00;31812,80;2,00;633,29;3,05;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;2,00;4,00;1,00;12,00;1,00
74-95-87-53;2021,07;7,00;1,00;3,00;3,00;199,57;92336,31;0,00;0,00;2785,54;16251,19;26350,00;60000,00;197723,04;457000,00;483350,00;26350,00;410000,00;#ПУСТО!;0,00;47000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;1,00;6,00;2,00;39,00;61662,93;1,00;598,71;2,60;2,00;1,00;1,00;-999999999,00;-999999999,00;1,00;-999999999,00;-999999999,00;-999999999,00;-999999999,00;1,00;3,00;2,00;#ПУСТО!;#ПУСТО!
74-96-15-39;2021,09;9,00;1,00;1,00;1,00;117,45;43474,11;275,94;0,00;867,01;6257,14;8150,00;0,00;59024,21;73000,00;81425,94;8425,94;#ПУСТО!;#ПУСТО!;0,00;60200,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;12800,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;2,00;5,00;3,00;72,00;74509,00;1,00;117,45;1,00;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
74-98-66-98;2021,08;10,00;2,00;1,00;1,00;40,75;5909,52;6869,10;0,00;714,06;15029,17;11500,00;0,00;40021,85;39000,00;57369,10;18369,10;#ПУСТО!;#ПУСТО!;0,00;39000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;2,00;5,00;3,00;74,00;64030,43;1,00;40,75;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
75-05-18-19;2021,09;1,00;1,00;3,00;3,00;21,48;58052,38;0,00;0,00;1247,51;68861,01;28683,33;0,00;156844,23;250000,00;278683,33;28683,33;250000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;6,00;1,00;38,00;77483,88;1,00;64,44;2,33;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;2,00;2,00;#ПУСТО!;1,00
75-06-28-91;2021,06;6,00;1,00;4,00;4,00;156,33;85427,38;0,00;0,00;3143,86;26353,87;38300,00;0,00;153225,11;163300,00;201600,00;38300,00;#ПУСТО!;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;26500,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;136800,00;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;3,00;4,00;48,00;61734,16;1,00;625,32;2,83;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;2,00
75-08-57-30;2021,11;1,00;1,00;1,00;1,00;310,21;30177,68;0,00;0,00;847,31;2824,40;19300,00;0,00;53149,39;91877,00;111177,00;19300,00;#ПУСТО!;#ПУСТО!;0,00;41500,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;50377,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;2,00;3,00;3,00;71,00;70125,43;1,00;310,21;1,00;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;#ПУСТО!
75-11-02-45;2021,07;1,00;1,00;1,00;1,00;310,21;21965,18;119,18;0,00;783,62;1412,20;6200,00;0,00;30480,18;53000,00;59319,18;6319,18;#ПУСТО!;#ПУСТО!;0,00;53000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;2,00;3,00;3,00;71,00;50789,49;1,00;310,21;1,00;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;#ПУСТО!
75-12-01-92;2021,03;1,00;1,00;3,00;3,00;173,95;37435,90;7053,58;0,00;1872,23;28170,51;138883,33;0,00;213415,56;600000,00;745936,92;145936,92;#ПУСТО!;#ПУСТО!;500000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;100000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;5,00;1,00;49,00;56468,23;1,00;521,86;2,44;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;#ПУСТО!
75-19-63-21;2021,01;8,00;1,00;4,00;4,00;185,77;29069,64;0,00;0,00;3698,94;26553,57;77141,67;0,00;136463,82;212000,00;289141,67;77141,67;120000,00;50000,00;0,00;42000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;1,00;5,00;1,00;54,00;80965,45;1,00;743,07;3,08;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;2,00
75-20-82-74;2021,06;7,00;1,00;2,00;2,00;199,57;43930,36;0,00;0,00;2577,00;10754,46;11200,00;0,00;68461,82;110520,00;121720,00;11200,00;#ПУСТО!;#ПУСТО!;0,00;90000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;20520,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;#ПУСТО!;2,00;1,00;5,00;1,00;79,00;48914,86;1,00;399,14;1,83;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
75-20-86-47;2021,07;6,00;1,00;3,00;3,00;156,33;94400,30;2456,93;0,00;2824,11;13383,33;51908,33;0,00;164973,00;226000,00;280365,26;54365,26;#ПУСТО!;#ПУСТО!;0,00;55000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;171000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;1,00;1,00;5,00;3,00;81,00;68596,51;1,00;468,99;2,60;2,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
75-25-07-47;2021,07;10,00;2,00;7,00;7,00;40,75;34566,37;34027,54;0,00;4696,56;34897,32;17116,67;0,00;125304,46;72333,33;123477,54;51144,21;30000,00;#ПУСТО!;10333,33;#ПУСТО!;32000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;1,00;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;3,00;1,00;62,00;41371,10;2,00;285,22;4,72;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;2,00;3,00;2,00;#ПУСТО!;1,00
75-26-28-02;2021,05;4,00;2,00;3,00;3,00;192,16;44734,23;1780,39;0,00;1840,68;40653,87;138694,44;0,00;227703,61;224708,33;365183,17;140474,84;110000,00;#ПУСТО!;14708,33;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;100000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;45,00;63573,23;1,00;576,47;2,60;1,00;1,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;3,00;2,00;2,00;#ПУСТО!;#ПУСТО!
75-26-81-11;2021,09;6,00;1,00;4,00;4,00;156,33;79930,65;7497,43;0,00;3098,27;651,79;64133,33;0,00;155311,47;239000,00;310630,76;71630,76;160000,00;#ПУСТО!;0,00;79000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;#ПУСТО!;2,00;1,00;3,00;1,00;72,00;52524,00;1,00;625,32;3,34;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
75-27-48-78;2021,01;1,00;1,00;1,00;1,00;164,70;36586,90;0,00;0,00;1297,52;22225,89;37700,00;0,00;97810,32;350000,00;387700,00;37700,00;350000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;6,00;2,00;26,00;181937,25;1,00;164,70;1,00;2,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
75-29-40-24;2021,03;7,00;1,00;3,00;3,00;199,57;67025,30;0,00;0,00;3144,44;23464,29;45750,00;0,00;139384,02;226000,00;271750,00;45750,00;200000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;26000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;6,00;1,00;29,00;74352,73;1,00;598,71;2,33;2,00;1,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
75-29-95-44;2021,11;1,00;1,00;1,00;1,00;164,70;47775,89;0,00;0,00;1408,90;12644,64;30400,00;0,00;92229,43;123000,00;153400,00;30400,00;#ПУСТО!;#ПУСТО!;0,00;54600,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;68400,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;2,00;5,00;3,00;74,00;120035,20;1,00;164,70;1,00;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;2,00;2,00;#ПУСТО!;1,00
75-32-10-89;2021,01;1,00;1,00;3,00;3,00;317,29;37173,51;0,00;0,00;6362,88;4844,94;65766,67;0,00;114148,00;200000,00;265766,67;65766,67;200000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;6,00;1,00;33,00;120996,73;1,00;951,86;2,33;2,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
75-33-08-19;2021,07;1,00;1,00;1,00;1,00;317,29;22008,63;0,00;0,00;2438,02;1759,82;7700,00;0,00;33906,47;53000,00;60700,00;7700,00;#ПУСТО!;#ПУСТО!;0,00;53000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;1,00;6,00;4,00;74,00;49894,51;1,00;317,29;1,00;2,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
75-33-81-63;2021,02;1,00;1,00;5,00;5,00;254,35;90337,50;0,00;10863,10;1838,50;165366,07;150100,00;4166,67;422671,83;685000,00;835100,00;150100,00;620000,00;#ПУСТО!;0,00;65000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;2,00;6,00;2,00;72,00;106886,84;1,00;1271,76;3,56;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;2,00;2,00;#ПУСТО!;1,00
75-36-64-75;2021,06;4,00;2,00;2,00;2,00;192,16;23572,92;15631,08;0,00;1376,01;17513,00;13666,67;0,00;71759,67;180000,00;209297,75;29297,75;100000,00;#ПУСТО!;0,00;80000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;1,00;#ПУСТО!;#ПУСТО!;2,00;1,00;5,00;1,00;68,00;80316,01;1,00;384,31;1,12;1,00;1,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;2,00;3,00;2,00;#ПУСТО!;1,00
75-42-63-19;2021,10;3,00;2,00;1,00;1,00;222,14;30742,56;2317,46;23247,02;1248,68;37593,45;7600,00;0,00;102749,18;218000,00;227917,46;9917,46;176000,00;#ПУСТО!;0,00;42000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;1,00;6,00;3,00;71,00;113341,78;1,00;222,14;1,00;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;2,00;3,00;2,00;#ПУСТО!;1,00
75-44-89-14;2021,06;9,00;1,00;2,00;2,00;117,45;79148,51;0,00;0,00;1202,62;35561,13;14400,00;0,00;130312,26;250000,00;264400,00;14400,00;250000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;6,00;1,00;33,00;74636,34;1,00;234,91;1,83;2,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
75-46-45-58;2021,02;7,00;1,00;6,00;6,00;199,57;96572,92;0,00;0,00;5305,64;68885,12;63083,33;50000,00;283847,01;490000,00;553083,33;63083,33;490000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;3,00;1,00;49,00;61366,98;1,00;1197,42;4,27;2,00;1,00;1,00;-999999999,00;-999999999,00;1,00;-999999999,00;-999999999,00;-999999999,00;-999999999,00;1,00;4,00;2,00;#ПУСТО!;#ПУСТО!
75-46-56-85;2021,09;5,00;2,00;2,00;2,00;156,84;38455,36;21680,83;0,00;1712,46;33770,83;14500,00;0,00;110119,48;77916,67;114097,49;36180,83;#ПУСТО!;50000,00;27916,67;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;3,00;1,00;51,00;75384,14;1,00;313,69;1,83;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;2,00;3,00;2,00;#ПУСТО!;#ПУСТО!
75-47-23-25;2021,07;4,00;1,00;5,00;5,00;109,82;132768,75;0,00;0,00;2263,79;50452,38;33708,33;0,00;219193,25;132500,00;166208,33;33708,33;132500,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;3,00;1,00;50,00;47044,89;2,00;549,12;3,81;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;2,00;2,00;2,00;#ПУСТО!;1,00
75-49-14-55;2021,11;5,00;1,00;1,00;1,00;192,64;14035,12;0,00;0,00;2561,23;0,00;47200,00;0,00;63796,35;54000,00;101200,00;47200,00;#ПУСТО!;#ПУСТО!;0,00;36000,00;18000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;1,00;2,00;3,00;3,00;68,00;96071,41;1,00;192,64;1,00;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;2,00;1,00;15,00;#ПУСТО!
75-49-43-74;2021,04;9,00;1,00;2,00;2,00;117,45;64874,40;0,00;1738,10;1320,86;9559,52;21200,00;0,00;98692,88;163000,00;184200,00;21200,00;163000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;3,00;3,00;49,00;60845,96;1,00;234,91;1,83;2,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
75-49-99-32;2021,01;7,00;1,00;2,00;2,00;199,57;64765,77;0,00;0,00;2637,62;44973,21;29400,00;0,00;141776,61;326154,00;355554,00;29400,00;65000,00;#ПУСТО!;0,00;92000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;169154,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;1,00;#ПУСТО!;2,00;1,00;6,00;1,00;78,00;112272,56;1,00;399,14;1,83;2,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
